,Outlet,String,Label,R.E.1,R.E.2,R.E.3,R.E.4,R.E.5,R.E.tag,TagLabel
3552,344,"s: Tuesday 2:45 - 3:45, Thursday 2:45 - 3:45 in LH301I.</B><BR><BR><H2><B>News Grou",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3553,391,"ity testing   (postscript) </A> <!WA22><IMG WIDTH=28 HEIGHT=11 ALT="" [new]""   SRC=",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3554,447,".6-1.8).</FONT></FONT></B></P><P><B><FONT COLOR=""#0000FF""><FONT SIZE=-1>Discrete-Tim",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3555,561,"erl/reference.html"">ReferenceMaterials</a><dt><!WA12><img src=""http://www.csc.ncsu",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3556,2,e: text/htmlContent-length: 4288<html><title>EECS 498-2: Course Homepage</title><bo,1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyoooooooooooooooooooooooooooo
3557,208,<DD>  Midterm (material up to red-black trees)<DT>11/02<DD>  Eval. of midterm.  De,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3558,218,"Date: Wed, 20 Nov 1996 21:47:48 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
3559,454,"<li>(Section 01, Dickinson) Data structures - <!WA62><a	      href=""http://www.cs.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3560,589,"l-1984.ps.gz"">[PostScript version]</a>    <li><!WA61><a href=""http://www.deas.harv",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3561,489," fine print</b></em><br><br><font size=-1><ol><li>22c is the <!WA5><a href=""http:/",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3562,494,"LI><!WA4><A HREF=""http://www.cs.uiowa.edu/~sriram/17summer95/sol1.html"">Solution t",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3563,562,"WA14><a href=""http://www.csc.ncsu.edu/eos/info/csc295i_info/www/search.html"">HTML S",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooo
3564,309,</P></UL><P><!-- Created: Mon Aug 12 15:47:38 EDT 1996 --><!-- hhmts start -->Last m,0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3565,253,"ns on Usenet and the Newsgroups, check outthe <!WA40><AHREF=""http://www.cis.ohio-s",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3566,256,"s.byu.edu/courses/cs455/testf95.txt"">Test 1, Fall 1995.</A><LI> <!WA3><A HREF=""http:",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooooooooooo,ooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3567,350,"ing/building functions        F, 13th, 10:00 - 11:30am        style, advanced stuf",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3568,592,"ttp://www.deas.harvard.edu/cs/academics/courses/cs287r/general.html#admin"">Administ",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyooooooooooooooooooooooooooooo
3569,419,"=left valign=top>4  <p>Summary and Review <p> <!WA89><A href=""http://www.lib.rpi.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3570,581,ttp://www.deas.harvard.edu/cs/academics/courses/cs121/files/ProblemSets/ps3revised.,1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3571,151,"8><A HREF=""http://wizard.cse.nd.edu/class_data/cse462/www/Homework/Homework7.html"">",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
3572,532,"tml"">The Software Process, 410/510 </a> <li>  <!WA12><a href=""http://www.cs.uorego",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3573,523,"LIGN=CENTER	TEXT=""#000000""	LINK=""#000000""	VLINK=""#000000""><center><FONT SIZE=7><B> C",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3574,482,"rk posted.<LI> [6 Nov] Sixth homework posted, due 12 November.<LI> [1 Nov] Lecture",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3575,182," Systems</b></H3><H4> Spring Semester 1996, TTh 1:30-3 Moore 225</H4><P> </DL><P><",0,1,0,0,0,1,oooooooooooooooooooooooooooooyyyyyyyyyyyyooooooooooooooyyyyyyyyyoooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3576,311,"tp://www.cs.duke.edu/~dr/oct12b.gif"" ALT=""*""> <!WA12><A NAME=1HREF=""#help"">Help</A",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3577,492,"36><A HREF=""http://www.cs.uiowa.edu/~sriram/16fall96/exam2/exam2_solution.ps"">post",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3578,315,"""http://www.cs.duke.edu/~ola/courses/cs2/test2fall94answers.cc""> (answers fall 94)",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3579,368,"!WA86><a href=""http://web/inf/rl/ac/uk/people/mdw/42.ps"">W Behrendt, E Hutchinson,",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3580,85,onday-Friday 8:00-24:00<BR>	Saturday      9:00-21:00</UL><P><P><LI><H3>Course Obje,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3581,390,"p://www.CS.Princeton.EDU/courses/archive/fall96/cs111/glossary/""><!WA25><IMG ALIGN=",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3582,9,"<h2>Course Related Links</h2><P><font color=""#000000""><ul><li> <!WA13><A HREF=""htt",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3583,49,"/cs.nyu.edu/cs/dept_info/course_home_pages/spr96/G22.1170/topics""> Topics on final",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooooo
3584,333,tr><td>&nbsp;</td></tr><tr><td colspan=5>Week 05 (10/7/96): Looping with <CODE>for,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3585,212,"ONG>Final exam:</STRONG><EM>Mon 12/19/94, 9:00-11:00am</EM>		<DD><PRE>Use room	If ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3586,185,"1><P><H4><H2>Coordinates:</H2> Moore 224, MW 12-1:30<P><H2>Instructor:</H2> <!WA0>",0,1,0,0,0,1,oooooooooooooooooooooooooooooooyyyyyyyyyoooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3587,124,"Date: Wed, 20 Nov 1996 22:40:45 GMTServer: Apache/1.1.0Conten",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3588,244,"ef = ""http://www.cs.bu.edu/students/grads/tahir/CS111/hw10.ps""> Homework #10</A><LI",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3589,559,"ncsuHome.gif"" alt=""NCSU Home Page"" border=0 width=190 height=50></a></td><td>This d",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3590,204,"L></UL><P><LI><B>Course Materials</B><UL><LI> <!WA12><A href = ""http://www.cs.bu.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3591,536,"ITLE>CIS 415 Fall 1996</TITLE></HEAD><BODY TEXT=""#000000"" BGCOLOR=""#FFFFFF"" LINK=""#0",1,1,0,0,0,1,oooooyyyyyyyoyyyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooyyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3592,375,"Date: Wed, 20 Nov 1996 22:44:32 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
3593,78,"ECS 105 (ABSOLUTE REQUIREMENT!)<p><h2>3. <a name=""867627""></a>Enrollment</h2><!WA4><",0,1,0,0,0,1,yyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3594,7,"tp://al.cs.engr.uky.edu:80/~tony/cs505/Homework/hw04.html"">Assignment # 4</A>  <DD",0,0,0,1,0,1,oooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3595,67,"ers/w95-borland.html"">    Borland C++ for Windows 95 and Windows NT 4.0</A><LI><!W",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3596,594,"erloading.info"">		C++ Overloading</a>    <li> <!WA77><a href = ""http://fas-www.har",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3597,344,"a247/images/tiedye.gif""><BR><BR><H2>  A Guide to A247.</H2><!WA6><a href=""http://ww",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,yyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3598,6,"0><A HREF=""http://al.cs.engr.uky.edu:80/~lusena/CS101/syllabus.html""><h2>CS 101 Sec",1,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3599,218,"//www.cs.bu.edu/faculty/kfoury/CS111-Fall96/assign10.html"">   # 10</A> <P>        ",1,0,0,1,0,1,oooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooo
3600,573,"WA35><A HREF=""http://www.csc.ncsu.edu/eos/info/csc591c_info/www/lectures/09-12/ques",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooo
3601,198,"A href = ""http://www.cs.bu.edu/faculty/best/crs/cs101/S95/lectures/Home.html"">     ",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3602,449,"cs.ucsb.edu/~cs110a/newsmall.gif"" HEIGHT=50 WIDTH=50><B><FONT COLOR=""#A0522D""><FON",1,0,0,1,0,1,oooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooyyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3603,175,"Server: NCSA/1.5.1Last-modified: Mon, 11 Nov 1996 21:02:23 GMTContent-type: text/h",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3604,177,ts implementations					 and variations8       203-222	    5		Using Recursion: Tower,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3605,230,"=""http://www.cs.bu.edu/faculty/sclaroff/courses/cs585/assignments/p3/results"">P3</a",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3606,562,"Date: Tue, 26 Nov 1996 18:48:20 GMTServer: NCSA/1.5.2Last-",0,1,0,0,0,1,ooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3607,134,".0 commands!<BR>            Last Update - January 17, 1996		</i>        </FONT>	</",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3608,434,"b/yurttas/435/S-TESTS/fa94-02.ps </A></UL><UL><!WA28><img src=""http://www.cs.tamu.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3609,280,"Content-type: text/htmlLast-modified: Tue, 03 Sep 1996 13:09:44 GMTContent-length: 1",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3610,493,"> <!WA35><A HREF=""http://www.cs.uiowa.edu/~sriram/17fall95/project2.ascii"">Project",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3611,309,SRC</LI><LI>October 21 Fall Break</LI><LI>October 23 &amp; 25 Project status repor,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3612,144,ov 1996 18:28:36 GMTContent-length: 3411<title>CSE331 - Data Structures</title><bod,1,1,0,0,0,1,yyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
3613,386,"tscape-Commerce/1.12Date: Wednesday, 20-Nov-96 22:45:32 GMTLast-modified: Sunday, ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3614,549,"o:bunt@cs.usask.ca""><b>bunt@cs.usask.ca</b></A> &#160 <TD>&#160 <!WA16><IMG align=""",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3615,182,"uctor: </b> Dr. Susan B. Davidson (278 Moore, 898-3490,<!WA0><a href=mailto:susan@ce",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3616,468,>CS 442/542 Homepage</TITLE></HEAD><BODY><H1>CS 4/542: Computer Security Concepts (,1,1,0,0,0,1,oyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oyyyyyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3617,419, valign=top> 27	</TH>  <TH align=left valign=top> 28	</TH></TR><TR ALIGN=CENTER> <,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3618,428,"><!WA40><a href=""http://www.cs.rutgers.edu/~uli/cs415/TypeChecker.ps""> Type Checker",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3619,393,"p://www.CS.Princeton.EDU/courses/archive/fall96/cs320/schedule.html""> Schedule </a>",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
3620,18,"I><!WA48><A HREF=""http://copper.ucs.indiana.edu/~c343/Projects/project9.html"">Proje",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo
3621,363,"!WA62><a href=""http://www.cs.indiana.edu/classes/c661/cx_struc2.html"">Connectionist",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo
3622,492,"s 	<!WA1><A HREF=""http://www.cs.uiowa.edu/~sriram/16fall96/syllabus.html"">plain te",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3623,280,hms and Data Structures</H2><H4>(Computer Science 105)</H4><B>Times:</B> 96F: Arran,1,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooyyyyyyyyyyyyyyyyyyyyoooooooooooooooooooooooooooooo
3624,40,"cs.nyu.edu/cs/dept_info/course_home_pages/fall96/G22.2561/nl.examples""> Sample com",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooooo
3625,145,"""[BACK TO ND CSE HOME PAGE]""></A><center><br> <!WA27><IMG ALIGN = bottom SRC = htt",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3626,301,4>(Computer Science 49)</H4><B>Times:</B> 96F: 2  97W: 11  97F: Arrange <BR><B>Ins,1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooyyyyyyyyyyyyyyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3627,20,"ts/project11.html"">Project 11, Due 4/4</A><LI><!WA41><A HREF=""http://copper.ucs.in",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
3628,594,"rvard.edu/cs/academics/courses/cs51/handouts/style96.ps"">postscript</a>] </ul><hr ",1,0,0,1,0,1,oooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooooooooooooooooo
3629,7,"WA4><A HREF=""http://al.cs.engr.uky.edu:80/~tony/cs505/Mail/sybase.html"">windsor</A>",0,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
